2017-07-17 10:05:19.586 -0600	START		Running Index/Index Full Run.script
2017-07-17 10:05:19.692 -0600	Log		((DateofBirth:"2006-06-13 12:00:00 -0600", FirstName:"Bruce", Gender:"Male", LastName:"Wayne", MaritalStatus:"Single", MedicalRecordNumber:"222222", MiddleName:"Q", Prefix:"Mr", SocialSecurityNumber:"113-83-3798"),(DateofBirth:"2014-03-17 12:00:00 -0600", FirstName:"Carrie", Gender:"Female", LastName:"Underwood", MaritalStatus:"Married", MedicalRecordNumber:"333333", MiddleName:"R", Prefix:"Mrs", SocialSecurityNumber:"583-00-6387"),(DateofBirth:"2003-04-24 12:00:00 -0600", FirstName:"Wonder", Gender:"Female", LastName:"Woman", MaritalStatus:"Divorced", MedicalRecordNumber:"444444", MiddleName:"S", Prefix:"Ms", SocialSecurityNumber:"580-71-8520"),(DateofBirth:"1987-12-23 12:00:00 -0700", FirstName:"Darth", Gender:"Male", LastName:"Vader", MaritalStatus:"Widowed", MedicalRecordNumber:"555555", MiddleName:"T", Prefix:"Dr", SocialSecurityNumber:"744-85-1232"),(DateofBirth:"1981-07-30 12:00:00 -0600", FirstName:"James", Gender:"Male", LastName:"Bond", MaritalStatus:"Single", MedicalRecordNumber:"666666", MiddleName:"U", Prefix:"Dr", SocialSecurityNumber:"973-13-0224"),(DateofBirth:"1980-09-01 12:00:00 -0600", FirstName:"Homer", Gender:"Male", LastName:"Simpson", MaritalStatus:"Married", MedicalRecordNumber:"777777", MiddleName:"V", Prefix:"Mr", SocialSecurityNumber:"557-31-0655"),(DateofBirth:"1985-09-19 12:00:00 -0600", FirstName:"Optimus", Gender:"Other", LastName:"Prime", MaritalStatus:"Divorced", MedicalRecordNumber:"888888", MiddleName:"W", Prefix:"Dr", SocialSecurityNumber:"521-26-0727"),(DateofBirth:"2000-06-14 12:00:00 -0600", FirstName:"Mickey", Gender:"Male", LastName:"Mouse", MaritalStatus:"Single", MedicalRecordNumber:"999999", MiddleName:"X", Prefix:"Dr", SocialSecurityNumber:"984-56-3166"),(DateofBirth:"2000-06-14 12:00:00 -0600", FirstName:"SpongeBob", Gender:"Male", LastName:"SquarePants", MaritalStatus:"Single", MedicalRecordNumber:"101010", MiddleName:"Y", Prefix:"Mr", SocialSecurityNumber:"984-56-3166"))	3	on_index_index_full_run	Index/Index Full Run.script
2017-07-17 10:06:32.896 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:33.706 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:34.519 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:35.711 -0600	moveto	Patient/DOB/MonthBack	at (465, 287)	27	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:36.519 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:37.329 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:38.142 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:38.953 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:41.455 -0600	click	(TEXT:"17")	at (505, 383)	34	on_buttons	Modules/DOBMod.script
2017-07-17 10:06:42.784 -0600	click	Patient/New/Social Security	at (335, 260)	24	on_create	Patient/New.script
2017-07-17 10:06:43.620 -0600	typetext		583-00-6387	25	on_create	Patient/New.script
2017-07-17 10:06:44.859 -0600	click	Patient/New/MaritalStatus	at (411, 283)	27	on_create	Patient/New.script
2017-07-17 10:06:46.247 -0600	click	(TEXT:"Married")	at (326, 324)	30	on_create	Patient/New.script
2017-07-17 10:06:47.575 -0600	click	Patient/New/Sex	at (869, 232)	32	on_create	Patient/New.script
2017-07-17 10:06:48.302 -0600	typetext		[downArrow][returnKey]	34	on_create	Patient/New.script
2017-07-17 10:06:49.656 -0600	click	Patient/New/CreateNewPatient	at (318, 529)	38	on_create	Patient/New.script
2017-07-17 10:06:55.453 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_check	Patient/New.script
2017-07-17 10:06:55.999 -0600	imagefound	Patient/New/ConfirmCreateNewPatient	found at (135, 548)	12	on_check	Patient/New.script
2017-07-17 10:06:56.105 -0600	click		at (135, 548)	13	on_check	Patient/New.script
2017-07-17 10:06:56.106 -0600	Log		New Patient has been created	14	on_check	Patient/New.script
2017-07-17 10:07:00.244 -0600	imagefound	Patient/New/NewDueClinicalReminders	found at (642, 121)	16	on_check	Patient/New.script
2017-07-17 10:07:00.509 -0600	click	Patient/Check/OK	at (882, 289)	17	on_check	Patient/New.script
2017-07-17 10:07:06.080 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_fix	Patient/New.script
2017-07-17 10:07:06.081 -0600	Log		Nothing to Fix	25	on_fix	Patient/New.script
2017-07-17 10:07:06.088 -0600	Log		(DateofBirth:"2003-04-24 12:00:00 -0600", FirstName:"Wonder", Gender:"Female", LastName:"Woman", MaritalStatus:"Divorced", MedicalRecordNumber:"444444", MiddleName:"S", Prefix:"Ms", SocialSecurityNumber:"580-71-8520")	3	on_create	Patient/New.script
2017-07-17 10:07:06.721 -0600	click	Patient/New/New Patient Button	at (43, 80)	11	on_create	Patient/New.script
2017-07-17 10:07:07.209 -0600	waitfor	Patient/New/Name	found at (378, 201)	12	on_create	Patient/New.script
2017-07-17 10:07:07.526 -0600	click		at (378, 201)	14	on_create	Patient/New.script
2017-07-17 10:07:08.854 -0600	imagefound	(TEXT:"Ms")	found at (313, 269)	15	on_create	Patient/New.script
2017-07-17 10:07:08.962 -0600	click		at (313, 269)	16	on_create	Patient/New.script
2017-07-17 10:07:09.770 -0600	typetext		[tab]Wonder[tab]	19	on_create	Patient/New.script
2017-07-17 10:07:10.500 -0600	typetext		S[tab]	20	on_create	Patient/New.script
2017-07-17 10:07:11.281 -0600	typetext		Woman[tab]	21	on_create	Patient/New.script
2017-07-17 10:07:12.073 -0600	typetext		444444[tab]	22	on_create	Patient/New.script
2017-07-17 10:07:12.077 -0600	Log		2003-04-24	3	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:13.370 -0600	click	Patient/DOB/DateOfBirth	at (419, 237)	11	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:14.088 -0600	moveto		at (469, 237)	12	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:15.310 -0600	moveto	Patient/DOB/YearBack	at (432, 285)	18	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:16.125 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:16.938 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:17.755 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:18.564 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:19.375 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:20.185 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:21.002 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:21.811 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:22.622 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:23.430 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:24.245 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:25.048 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:25.860 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:26.668 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:27.899 -0600	moveto	Patient/DOB/MonthBack	at (465, 287)	27	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:28.709 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:29.519 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:30.329 -0600	click		at (465, 287)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:32.644 -0600	click	(TEXT:"24")	at (602, 382)	34	on_buttons	Modules/DOBMod.script
2017-07-17 10:07:33.982 -0600	click	Patient/New/Social Security	at (335, 260)	24	on_create	Patient/New.script
2017-07-17 10:07:34.825 -0600	typetext		580-71-8520	25	on_create	Patient/New.script
2017-07-17 10:07:36.118 -0600	click	Patient/New/MaritalStatus	at (411, 283)	27	on_create	Patient/New.script
2017-07-17 10:07:37.529 -0600	click	(TEXT:"Divorced")	at (330, 357)	30	on_create	Patient/New.script
2017-07-17 10:07:38.867 -0600	click	Patient/New/Sex	at (869, 232)	32	on_create	Patient/New.script
2017-07-17 10:07:39.597 -0600	typetext		[downArrow][returnKey]	34	on_create	Patient/New.script
2017-07-17 10:07:40.958 -0600	click	Patient/New/CreateNewPatient	at (318, 529)	38	on_create	Patient/New.script
2017-07-17 10:07:46.763 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_check	Patient/New.script
2017-07-17 10:07:47.312 -0600	imagefound	Patient/New/ConfirmCreateNewPatient	found at (135, 548)	12	on_check	Patient/New.script
2017-07-17 10:07:47.416 -0600	click		at (135, 548)	13	on_check	Patient/New.script
2017-07-17 10:07:47.417 -0600	Log		New Patient has been created	14	on_check	Patient/New.script
2017-07-17 10:07:51.506 -0600	imagefound	Patient/New/NewDueClinicalReminders	found at (642, 121)	16	on_check	Patient/New.script
2017-07-17 10:07:52.146 -0600	click	Patient/Check/OK	at (882, 289)	17	on_check	Patient/New.script
2017-07-17 10:07:57.738 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_fix	Patient/New.script
2017-07-17 10:07:57.739 -0600	Log		Nothing to Fix	25	on_fix	Patient/New.script
2017-07-17 10:07:57.753 -0600	Log		(DateofBirth:"1987-12-23 12:00:00 -0700", FirstName:"Darth", Gender:"Male", LastName:"Vader", MaritalStatus:"Widowed", MedicalRecordNumber:"555555", MiddleName:"T", Prefix:"Dr", SocialSecurityNumber:"744-85-1232")	3	on_create	Patient/New.script
2017-07-17 10:07:58.378 -0600	click	Patient/New/New Patient Button	at (43, 80)	11	on_create	Patient/New.script
2017-07-17 10:07:58.870 -0600	waitfor	Patient/New/Name	found at (378, 201)	12	on_create	Patient/New.script
2017-07-17 10:07:59.187 -0600	click		at (378, 201)	14	on_create	Patient/New.script
2017-07-17 10:08:00.504 -0600	imagefound	(TEXT:"Dr")	found at (311, 285)	15	on_create	Patient/New.script
2017-07-17 10:08:00.609 -0600	click		at (311, 285)	16	on_create	Patient/New.script
2017-07-17 10:08:01.398 -0600	typetext		[tab]Darth[tab]	19	on_create	Patient/New.script
2017-07-17 10:08:02.134 -0600	typetext		T[tab]	20	on_create	Patient/New.script
2017-07-17 10:08:02.919 -0600	typetext		Vader[tab]	21	on_create	Patient/New.script
2017-07-17 10:08:03.712 -0600	typetext		555555[tab]	22	on_create	Patient/New.script
2017-07-17 10:08:03.716 -0600	Log		1987-12-23	3	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:05.001 -0600	click	Patient/DOB/DateOfBirth	at (419, 237)	11	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:05.717 -0600	moveto		at (469, 237)	12	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:06.934 -0600	moveto	Patient/DOB/YearBack	at (432, 285)	18	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:07.747 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:08.562 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:09.374 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:10.183 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:10.997 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:11.812 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:12.626 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:13.433 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:14.245 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:15.054 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:15.867 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:16.678 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:17.492 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:18.306 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:19.116 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:19.924 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:20.732 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:21.544 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:22.360 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:23.166 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:23.974 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:24.783 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:25.593 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:26.404 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:27.216 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:28.026 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:28.838 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:29.654 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:30.463 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:31.272 -0600	click		at (432, 285)	20	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:32.518 -0600	moveto	Patient/DOB/MonthFoward	at (624, 286)	25	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:33.323 -0600	click		at (624, 286)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:34.135 -0600	click		at (624, 286)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:34.952 -0600	click		at (624, 286)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:35.764 -0600	click		at (624, 286)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:36.573 -0600	click		at (624, 286)	30	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:39.154 -0600	click	(TEXT:"23")	at (569, 382)	34	on_buttons	Modules/DOBMod.script
2017-07-17 10:08:40.506 -0600	click	Patient/New/Social Security	at (335, 260)	24	on_create	Patient/New.script
2017-07-17 10:08:41.354 -0600	typetext		744-85-1232	25	on_create	Patient/New.script
2017-07-17 10:08:42.631 -0600	click	Patient/New/MaritalStatus	at (411, 283)	27	on_create	Patient/New.script
2017-07-17 10:08:44.029 -0600	click	(TEXT:"Widowed")	at (330, 373)	30	on_create	Patient/New.script
2017-07-17 10:08:45.366 -0600	click	Patient/New/Sex	at (869, 232)	32	on_create	Patient/New.script
2017-07-17 10:08:46.108 -0600	typetext		[downArrow][downArrow][returnKey]	36	on_create	Patient/New.script
2017-07-17 10:08:47.421 -0600	click	Patient/New/CreateNewPatient	at (318, 529)	38	on_create	Patient/New.script
2017-07-17 10:08:53.227 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_check	Patient/New.script
2017-07-17 10:08:53.763 -0600	imagefound	Patient/New/ConfirmCreateNewPatient	found at (135, 548)	12	on_check	Patient/New.script
2017-07-17 10:08:53.873 -0600	click		at (135, 548)	13	on_check	Patient/New.script
2017-07-17 10:08:53.873 -0600	Log		New Patient has been created	14	on_check	Patient/New.script
2017-07-17 10:09:02.821 -0600	imagefound	Patient/New/NewDueClinicalReminders	Unable to Find Image Patient/New/NewDueClinicalReminders	16	on_check	Patient/New.script
2017-07-17 10:09:08.017 -0600	imagefound	Patient/Check/OK	Unable to Find Image Patient/Check/OK	2	on_fix	Patient/New.script
2017-07-17 10:09:08.018 -0600	Log		Nothing to Fix	25	on_fix	Patient/New.script
2017-07-17 10:09:08.036 -0600	Log		(DateofBirth:"1981-07-30 12:00:00 -0600", FirstName:"James", Gender:"Male", LastName:"Bond", MaritalStatus:"Single", MedicalRecordNumber:"666666", MiddleName:"U", Prefix:"Dr", SocialSecurityNumber:"973-13-0224")	3	on_create	Patient/New.script
2017-07-17 10:09:08.665 -0600	click	Patient/New/New Patient Button	at (43, 80)	11	on_create	Patient/New.script
2017-07-17 10:09:09.142 -0600	waitfor	Patient/New/Name	found at (378, 201)	12	on_create	Patient/New.script
2017-07-17 10:09:09.474 -0600	click		at (378, 201)	14	on_create	Patient/New.script
2017-07-17 10:09:10.808 -0600	imagefound	(TEXT:"Dr")	found at (311, 285)	15	on_create	Patient/New.script
2017-07-17 10:09:10.913 -0600	click		at (311, 285)	16	on_create	Patient/New.script
2017-07-17 10:09:11.710 -0600	typetext		[tab]James[tab]	19	on_create	Patient/New.script
2017-07-17 10:09:12.443 -0600	typetext		U[tab]	20	on_create	Patient/New.script
